id,name,full_name,owner,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,created_at,updated_at,pushed_at,license,readme,languages_detail,fork,industry_code,industry_name,confidence,reasoning,owner_login
325,repo_325,dev_peru_049/repo_325,{'login': 'dev_peru_049'},A Java project for industry F.,Java,"['java', 'peru']",32,10,32,18,2023-07-29T00:00:00Z,2024-10-10T00:00:00Z,2028-06-28T00:00:00Z,{'name': 'MIT'},"# Repo 325
A demo project.",{'Java': 6769},False,E,Water supply; sewerage,low,Synthetic classification.,dev_peru_049
326,repo_326,dev_peru_049/repo_326,{'login': 'dev_peru_049'},A R project for industry M.,R,"['r', 'peru']",14,3,14,13,2025-10-28T00:00:00Z,2028-05-09T00:00:00Z,2027-04-20T00:00:00Z,,"# Repo 326
A demo project.",{'R': 35981},False,G,Wholesale and retail trade,low,Synthetic classification.,dev_peru_049
327,repo_327,dev_peru_049/repo_327,{'login': 'dev_peru_049'},A PHP project for industry K.,PHP,"['php', 'peru']",7,2,7,16,2017-02-19T00:00:00Z,2023-03-15T00:00:00Z,2030-08-03T00:00:00Z,,"# Repo 327
A demo project.",{'PHP': 49077},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_049
328,repo_328,dev_peru_049/repo_328,{'login': 'dev_peru_049'},A C# project for industry J.,C#,"['c#', 'peru']",43,15,43,4,2016-02-25T00:00:00Z,2027-04-21T00:00:00Z,2028-08-23T00:00:00Z,{'name': 'MIT'},"# Repo 328
A demo project.",{'C#': 11945},False,C,Manufacturing,high,Synthetic classification.,dev_peru_049
329,repo_329,dev_peru_049/repo_329,{'login': 'dev_peru_049'},A C++ project for industry O.,C++,"['c++', 'peru']",1,0,1,16,2021-09-08T00:00:00Z,2028-11-16T00:00:00Z,2026-10-15T00:00:00Z,,"# Repo 329
A demo project.",{'C++': 46008},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_049
330,repo_330,dev_peru_049/repo_330,{'login': 'dev_peru_049'},A Kotlin project for industry G.,Kotlin,"['kotlin', 'peru']",16,2,16,5,2025-08-19T00:00:00Z,2033-03-03T00:00:00Z,2033-04-18T00:00:00Z,{'name': 'MIT'},"# Repo 330
A demo project.",{'Kotlin': 2253},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_049
331,repo_331,dev_peru_049/repo_331,{'login': 'dev_peru_049'},A C# project for industry G.,C#,"['c#', 'peru']",0,0,0,0,2021-08-12T00:00:00Z,2028-08-28T00:00:00Z,2024-11-23T00:00:00Z,,"# Repo 331
A demo project.",{'C#': 47603},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_049
332,repo_332,dev_peru_049/repo_332,{'login': 'dev_peru_049'},A R project for industry I.,R,"['r', 'peru']",2,0,2,17,2021-12-27T00:00:00Z,2023-07-19T00:00:00Z,2029-08-29T00:00:00Z,{'name': 'MIT'},"# Repo 332
A demo project.",{'R': 44382},False,D,"Electricity, gas, steam supply",low,Synthetic classification.,dev_peru_049
333,repo_333,dev_peru_049/repo_333,{'login': 'dev_peru_049'},A Swift project for industry D.,Swift,"['swift', 'peru']",4,0,4,13,2019-12-25T00:00:00Z,2027-04-07T00:00:00Z,2024-05-21T00:00:00Z,{'name': 'MIT'},"# Repo 333
A demo project.",{'Swift': 32090},False,E,Water supply; sewerage,high,Synthetic classification.,dev_peru_049
334,repo_334,dev_peru_049/repo_334,{'login': 'dev_peru_049'},A C# project for industry A.,C#,"['c#', 'peru']",86,24,86,9,2019-09-20T00:00:00Z,2030-06-03T00:00:00Z,2024-02-18T00:00:00Z,{'name': 'MIT'},"# Repo 334
A demo project.",{'C#': 18693},False,T,Activities of households,low,Synthetic classification.,dev_peru_049
335,repo_335,dev_peru_049/repo_335,{'login': 'dev_peru_049'},A C# project for industry D.,C#,"['c#', 'peru']",11,1,11,16,2023-01-23T00:00:00Z,2029-12-05T00:00:00Z,2024-04-27T00:00:00Z,,"# Repo 335
A demo project.",{'C#': 7964},False,P,Education,high,Synthetic classification.,dev_peru_049
336,repo_336,dev_peru_050/repo_336,{'login': 'dev_peru_050'},A Java project for industry Q.,Java,"['java', 'peru']",19,6,19,6,2019-01-06T00:00:00Z,2030-11-21T00:00:00Z,2027-08-06T00:00:00Z,,"# Repo 336
A demo project.",{'Java': 3582},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_050
337,repo_337,dev_peru_050/repo_337,{'login': 'dev_peru_050'},A Java project for industry P.,Java,"['java', 'peru']",7,2,7,10,2017-08-18T00:00:00Z,2023-01-12T00:00:00Z,2023-02-22T00:00:00Z,{'name': 'MIT'},"# Repo 337
A demo project.",{'Java': 8237},False,S,Other service activities,low,Synthetic classification.,dev_peru_050
338,repo_338,dev_peru_050/repo_338,{'login': 'dev_peru_050'},A Kotlin project for industry C.,Kotlin,"['kotlin', 'peru']",26,2,26,16,2015-11-04T00:00:00Z,2031-02-11T00:00:00Z,2031-02-11T00:00:00Z,,"# Repo 338
A demo project.",{'Kotlin': 17770},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_050
339,repo_339,dev_peru_050/repo_339,{'login': 'dev_peru_050'},A Kotlin project for industry J.,Kotlin,"['kotlin', 'peru']",45,17,45,8,2020-03-16T00:00:00Z,2023-07-25T00:00:00Z,2024-02-13T00:00:00Z,{'name': 'MIT'},"# Repo 339
A demo project.",{'Kotlin': 3585},False,J,Information and communication,medium,Synthetic classification.,dev_peru_050
340,repo_340,dev_peru_050/repo_340,{'login': 'dev_peru_050'},A Rust project for industry N.,Rust,"['rust', 'peru']",36,10,36,3,2016-01-25T00:00:00Z,2032-07-18T00:00:00Z,2031-07-03T00:00:00Z,{'name': 'MIT'},"# Repo 340
A demo project.",{'Rust': 1633},False,E,Water supply; sewerage,low,Synthetic classification.,dev_peru_050
341,repo_341,dev_peru_050/repo_341,{'login': 'dev_peru_050'},A Ruby project for industry L.,Ruby,"['ruby', 'peru']",4,0,4,14,2025-09-17T00:00:00Z,2029-12-21T00:00:00Z,2026-01-03T00:00:00Z,{'name': 'MIT'},"# Repo 341
A demo project.",{'Ruby': 7091},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_050
342,repo_342,dev_peru_050/repo_342,{'login': 'dev_peru_050'},A TypeScript project for industry M.,TypeScript,"['typescript', 'peru']",23,2,23,14,2018-01-18T00:00:00Z,2032-05-16T00:00:00Z,2027-04-29T00:00:00Z,{'name': 'MIT'},"# Repo 342
A demo project.",{'TypeScript': 32342},False,N,Administrative and support activities,low,Synthetic classification.,dev_peru_050
343,repo_343,dev_peru_050/repo_343,{'login': 'dev_peru_050'},A Rust project for industry E.,Rust,"['rust', 'peru']",46,4,46,1,2025-07-27T00:00:00Z,2032-06-20T00:00:00Z,2024-10-14T00:00:00Z,,"# Repo 343
A demo project.",{'Rust': 39715},False,P,Education,low,Synthetic classification.,dev_peru_050
344,repo_344,dev_peru_050/repo_344,{'login': 'dev_peru_050'},A Ruby project for industry T.,Ruby,"['ruby', 'peru']",4,0,4,12,2023-09-27T00:00:00Z,2027-01-08T00:00:00Z,2029-11-09T00:00:00Z,,"# Repo 344
A demo project.",{'Ruby': 45857},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_050
345,repo_345,dev_peru_050/repo_345,{'login': 'dev_peru_050'},A Kotlin project for industry N.,Kotlin,"['kotlin', 'peru']",6,0,6,14,2015-07-08T00:00:00Z,2023-09-17T00:00:00Z,2025-12-07T00:00:00Z,{'name': 'MIT'},"# Repo 345
A demo project.",{'Kotlin': 1810},False,Q,Human health and social work,low,Synthetic classification.,dev_peru_050
346,repo_346,dev_peru_051/repo_346,{'login': 'dev_peru_051'},A C# project for industry K.,C#,"['c#', 'peru']",27,6,27,16,2020-11-12T00:00:00Z,2030-09-20T00:00:00Z,2030-11-09T00:00:00Z,{'name': 'MIT'},"# Repo 346
A demo project.",{'C#': 29367},False,H,Transportation and storage,medium,Synthetic classification.,dev_peru_051
347,repo_347,dev_peru_051/repo_347,{'login': 'dev_peru_051'},A PHP project for industry U.,PHP,"['php', 'peru']",2,0,2,12,2016-08-31T00:00:00Z,2032-05-29T00:00:00Z,2032-04-08T00:00:00Z,{'name': 'MIT'},"# Repo 347
A demo project.",{'PHP': 41167},False,B,Mining and quarrying,high,Synthetic classification.,dev_peru_051
348,repo_348,dev_peru_051/repo_348,{'login': 'dev_peru_051'},A Ruby project for industry Q.,Ruby,"['ruby', 'peru']",2,0,2,15,2024-07-21T00:00:00Z,2028-07-23T00:00:00Z,2032-10-01T00:00:00Z,,"# Repo 348
A demo project.",{'Ruby': 33220},False,K,Financial and insurance activities,high,Synthetic classification.,dev_peru_051
349,repo_349,dev_peru_051/repo_349,{'login': 'dev_peru_051'},A PHP project for industry B.,PHP,"['php', 'peru']",1,0,1,16,2017-07-01T00:00:00Z,2029-03-04T00:00:00Z,2030-03-20T00:00:00Z,,"# Repo 349
A demo project.",{'PHP': 16400},False,C,Manufacturing,medium,Synthetic classification.,dev_peru_051
350,repo_350,dev_peru_051/repo_350,{'login': 'dev_peru_051'},A Kotlin project for industry O.,Kotlin,"['kotlin', 'peru']",18,5,18,2,2024-08-09T00:00:00Z,2028-08-03T00:00:00Z,2028-01-06T00:00:00Z,,"# Repo 350
A demo project.",{'Kotlin': 33595},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_051
351,repo_351,dev_peru_051/repo_351,{'login': 'dev_peru_051'},A JavaScript project for industry B.,JavaScript,"['javascript', 'peru']",52,9,52,17,2021-02-27T00:00:00Z,2023-01-01T00:00:00Z,2032-04-05T00:00:00Z,,"# Repo 351
A demo project.",{'JavaScript': 40597},False,T,Activities of households,low,Synthetic classification.,dev_peru_051
352,repo_352,dev_peru_051/repo_352,{'login': 'dev_peru_051'},A C++ project for industry R.,C++,"['c++', 'peru']",11,3,11,6,2022-05-05T00:00:00Z,2030-07-13T00:00:00Z,2028-02-12T00:00:00Z,{'name': 'MIT'},"# Repo 352
A demo project.",{'C++': 24812},False,B,Mining and quarrying,high,Synthetic classification.,dev_peru_051
353,repo_353,dev_peru_051/repo_353,{'login': 'dev_peru_051'},A Swift project for industry R.,Swift,"['swift', 'peru']",4,0,4,19,2021-09-23T00:00:00Z,2028-04-21T00:00:00Z,2031-01-14T00:00:00Z,{'name': 'MIT'},"# Repo 353
A demo project.",{'Swift': 47918},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_051
354,repo_354,dev_peru_051/repo_354,{'login': 'dev_peru_051'},A JavaScript project for industry H.,JavaScript,"['javascript', 'peru']",5,1,5,0,2018-10-30T00:00:00Z,2026-12-25T00:00:00Z,2032-04-22T00:00:00Z,{'name': 'MIT'},"# Repo 354
A demo project.",{'JavaScript': 20135},False,R,"Arts, entertainment and recreation",low,Synthetic classification.,dev_peru_051
355,repo_355,dev_peru_051/repo_355,{'login': 'dev_peru_051'},A PHP project for industry B.,PHP,"['php', 'peru']",20,5,20,5,2020-07-09T00:00:00Z,2024-07-29T00:00:00Z,2032-03-20T00:00:00Z,{'name': 'MIT'},"# Repo 355
A demo project.",{'PHP': 48288},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_051
356,repo_356,dev_peru_052/repo_356,{'login': 'dev_peru_052'},A Go project for industry D.,Go,"['go', 'peru']",17,2,17,12,2017-06-02T00:00:00Z,2028-02-16T00:00:00Z,2032-03-31T00:00:00Z,{'name': 'MIT'},"# Repo 356
A demo project.",{'Go': 47975},False,K,Financial and insurance activities,high,Synthetic classification.,dev_peru_052
357,repo_357,dev_peru_052/repo_357,{'login': 'dev_peru_052'},A Rust project for industry U.,Rust,"['rust', 'peru']",25,4,25,18,2016-05-19T00:00:00Z,2031-08-29T00:00:00Z,2032-12-31T00:00:00Z,,"# Repo 357
A demo project.",{'Rust': 44152},False,S,Other service activities,low,Synthetic classification.,dev_peru_052
358,repo_358,dev_peru_052/repo_358,{'login': 'dev_peru_052'},A TypeScript project for industry A.,TypeScript,"['typescript', 'peru']",37,14,37,16,2023-04-04T00:00:00Z,2023-07-18T00:00:00Z,2029-03-16T00:00:00Z,{'name': 'MIT'},"# Repo 358
A demo project.",{'TypeScript': 39346},False,P,Education,low,Synthetic classification.,dev_peru_052
359,repo_359,dev_peru_052/repo_359,{'login': 'dev_peru_052'},A Rust project for industry F.,Rust,"['rust', 'peru']",1,0,1,18,2016-12-12T00:00:00Z,2031-03-12T00:00:00Z,2032-02-22T00:00:00Z,,"# Repo 359
A demo project.",{'Rust': 26389},False,T,Activities of households,low,Synthetic classification.,dev_peru_052
360,repo_360,dev_peru_052/repo_360,{'login': 'dev_peru_052'},A PHP project for industry M.,PHP,"['php', 'peru']",39,8,39,13,2021-10-30T00:00:00Z,2033-04-09T00:00:00Z,2030-10-07T00:00:00Z,{'name': 'MIT'},"# Repo 360
A demo project.",{'PHP': 18930},False,M,"Professional, scientific activities",medium,Synthetic classification.,dev_peru_052
361,repo_361,dev_peru_053/repo_361,{'login': 'dev_peru_053'},A Kotlin project for industry E.,Kotlin,"['kotlin', 'peru']",31,10,31,13,2021-10-03T00:00:00Z,2030-11-07T00:00:00Z,2032-12-09T00:00:00Z,{'name': 'MIT'},"# Repo 361
A demo project.",{'Kotlin': 20589},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_053
362,repo_362,dev_peru_053/repo_362,{'login': 'dev_peru_053'},A C# project for industry R.,C#,"['c#', 'peru']",11,3,11,20,2017-06-09T00:00:00Z,2025-04-02T00:00:00Z,2025-05-08T00:00:00Z,{'name': 'MIT'},"# Repo 362
A demo project.",{'C#': 20043},False,L,Real estate activities,low,Synthetic classification.,dev_peru_053
363,repo_363,dev_peru_053/repo_363,{'login': 'dev_peru_053'},A TypeScript project for industry U.,TypeScript,"['typescript', 'peru']",22,8,22,5,2020-08-25T00:00:00Z,2029-01-31T00:00:00Z,2030-10-14T00:00:00Z,{'name': 'MIT'},"# Repo 363
A demo project.",{'TypeScript': 47553},False,D,"Electricity, gas, steam supply",medium,Synthetic classification.,dev_peru_053
364,repo_364,dev_peru_053/repo_364,{'login': 'dev_peru_053'},A Dart project for industry S.,Dart,"['dart', 'peru']",28,6,28,13,2022-07-24T00:00:00Z,2031-05-22T00:00:00Z,2033-01-09T00:00:00Z,{'name': 'MIT'},"# Repo 364
A demo project.",{'Dart': 19738},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_053
365,repo_365,dev_peru_053/repo_365,{'login': 'dev_peru_053'},A Dart project for industry M.,Dart,"['dart', 'peru']",11,0,11,4,2015-08-06T00:00:00Z,2030-07-08T00:00:00Z,2023-08-20T00:00:00Z,,"# Repo 365
A demo project.",{'Dart': 11547},False,J,Information and communication,low,Synthetic classification.,dev_peru_053
366,repo_366,dev_peru_054/repo_366,{'login': 'dev_peru_054'},A TypeScript project for industry J.,TypeScript,"['typescript', 'peru']",31,10,31,6,2023-06-14T00:00:00Z,2029-01-25T00:00:00Z,2023-05-13T00:00:00Z,,"# Repo 366
A demo project.",{'TypeScript': 30661},False,D,"Electricity, gas, steam supply",low,Synthetic classification.,dev_peru_054
367,repo_367,dev_peru_054/repo_367,{'login': 'dev_peru_054'},A Swift project for industry R.,Swift,"['swift', 'peru']",9,2,9,7,2023-04-29T00:00:00Z,2030-04-04T00:00:00Z,2029-04-17T00:00:00Z,,"# Repo 367
A demo project.",{'Swift': 34483},False,J,Information and communication,low,Synthetic classification.,dev_peru_054
368,repo_368,dev_peru_054/repo_368,{'login': 'dev_peru_054'},A Ruby project for industry M.,Ruby,"['ruby', 'peru']",22,1,22,12,2019-09-03T00:00:00Z,2033-09-23T00:00:00Z,2031-11-03T00:00:00Z,{'name': 'MIT'},"# Repo 368
A demo project.",{'Ruby': 21490},False,R,"Arts, entertainment and recreation",high,Synthetic classification.,dev_peru_054
369,repo_369,dev_peru_054/repo_369,{'login': 'dev_peru_054'},A Python project for industry G.,Python,"['python', 'peru']",14,4,14,19,2024-09-28T00:00:00Z,2031-10-04T00:00:00Z,2032-08-25T00:00:00Z,{'name': 'MIT'},"# Repo 369
A demo project.",{'Python': 15781},False,U,Extraterritorial organizations,low,Synthetic classification.,dev_peru_054
370,repo_370,dev_peru_054/repo_370,{'login': 'dev_peru_054'},A C# project for industry S.,C#,"['c#', 'peru']",1,0,1,17,2023-04-13T00:00:00Z,2029-10-07T00:00:00Z,2025-03-15T00:00:00Z,{'name': 'MIT'},"# Repo 370
A demo project.",{'C#': 13681},False,J,Information and communication,medium,Synthetic classification.,dev_peru_054
371,repo_371,dev_peru_055/repo_371,{'login': 'dev_peru_055'},A Ruby project for industry F.,Ruby,"['ruby', 'peru']",31,2,31,16,2016-05-03T00:00:00Z,2027-03-26T00:00:00Z,2023-06-16T00:00:00Z,,"# Repo 371
A demo project.",{'Ruby': 37477},False,I,Accommodation and food services,high,Synthetic classification.,dev_peru_055
372,repo_372,dev_peru_055/repo_372,{'login': 'dev_peru_055'},A TypeScript project for industry I.,TypeScript,"['typescript', 'peru']",5,1,5,0,2018-09-15T00:00:00Z,2028-03-25T00:00:00Z,2030-12-16T00:00:00Z,{'name': 'MIT'},"# Repo 372
A demo project.",{'TypeScript': 3617},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_055
373,repo_373,dev_peru_055/repo_373,{'login': 'dev_peru_055'},A Go project for industry U.,Go,"['go', 'peru']",4,0,4,19,2024-06-15T00:00:00Z,2030-06-04T00:00:00Z,2026-05-18T00:00:00Z,,"# Repo 373
A demo project.",{'Go': 38530},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_055
374,repo_374,dev_peru_056/repo_374,{'login': 'dev_peru_056'},A Rust project for industry Q.,Rust,"['rust', 'peru']",2,0,2,7,2025-09-24T00:00:00Z,2025-01-23T00:00:00Z,2028-11-02T00:00:00Z,,"# Repo 374
A demo project.",{'Rust': 34104},False,F,Construction,medium,Synthetic classification.,dev_peru_056
375,repo_375,dev_peru_056/repo_375,{'login': 'dev_peru_056'},A Dart project for industry C.,Dart,"['dart', 'peru']",11,2,11,11,2017-06-25T00:00:00Z,2032-11-27T00:00:00Z,2025-05-23T00:00:00Z,{'name': 'MIT'},"# Repo 375
A demo project.",{'Dart': 22696},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_056
376,repo_376,dev_peru_057/repo_376,{'login': 'dev_peru_057'},A Rust project for industry P.,Rust,"['rust', 'peru']",25,6,25,17,2024-03-27T00:00:00Z,2031-06-08T00:00:00Z,2030-04-13T00:00:00Z,,"# Repo 376
A demo project.",{'Rust': 44839},False,L,Real estate activities,medium,Synthetic classification.,dev_peru_057
377,repo_377,dev_peru_057/repo_377,{'login': 'dev_peru_057'},A Java project for industry T.,Java,"['java', 'peru']",6,2,6,19,2017-09-25T00:00:00Z,2033-10-02T00:00:00Z,2023-06-13T00:00:00Z,{'name': 'MIT'},"# Repo 377
A demo project.",{'Java': 22032},False,M,"Professional, scientific activities",high,Synthetic classification.,dev_peru_057
378,repo_378,dev_peru_057/repo_378,{'login': 'dev_peru_057'},A R project for industry J.,R,"['r', 'peru']",17,2,17,0,2025-03-21T00:00:00Z,2028-10-18T00:00:00Z,2032-03-21T00:00:00Z,{'name': 'MIT'},"# Repo 378
A demo project.",{'R': 34705},False,Q,Human health and social work,medium,Synthetic classification.,dev_peru_057
379,repo_379,dev_peru_057/repo_379,{'login': 'dev_peru_057'},A Kotlin project for industry U.,Kotlin,"['kotlin', 'peru']",13,0,13,6,2018-08-05T00:00:00Z,2028-10-05T00:00:00Z,2023-12-04T00:00:00Z,{'name': 'MIT'},"# Repo 379
A demo project.",{'Kotlin': 11970},False,R,"Arts, entertainment and recreation",low,Synthetic classification.,dev_peru_057
380,repo_380,dev_peru_058/repo_380,{'login': 'dev_peru_058'},A Ruby project for industry U.,Ruby,"['ruby', 'peru']",20,1,20,6,2024-09-12T00:00:00Z,2030-09-08T00:00:00Z,2027-10-04T00:00:00Z,{'name': 'MIT'},"# Repo 380
A demo project.",{'Ruby': 14472},False,R,"Arts, entertainment and recreation",low,Synthetic classification.,dev_peru_058
381,repo_381,dev_peru_059/repo_381,{'login': 'dev_peru_059'},A Rust project for industry C.,Rust,"['rust', 'peru']",14,2,14,4,2015-04-08T00:00:00Z,2028-02-24T00:00:00Z,2031-01-15T00:00:00Z,,"# Repo 381
A demo project.",{'Rust': 6735},False,C,Manufacturing,high,Synthetic classification.,dev_peru_059
382,repo_382,dev_peru_059/repo_382,{'login': 'dev_peru_059'},A TypeScript project for industry R.,TypeScript,"['typescript', 'peru']",13,4,13,2,2021-06-13T00:00:00Z,2032-03-19T00:00:00Z,2025-07-21T00:00:00Z,{'name': 'MIT'},"# Repo 382
A demo project.",{'TypeScript': 27714},False,M,"Professional, scientific activities",medium,Synthetic classification.,dev_peru_059
383,repo_383,dev_peru_059/repo_383,{'login': 'dev_peru_059'},A Ruby project for industry K.,Ruby,"['ruby', 'peru']",26,4,26,0,2019-05-15T00:00:00Z,2030-07-20T00:00:00Z,2024-04-29T00:00:00Z,{'name': 'MIT'},"# Repo 383
A demo project.",{'Ruby': 43036},False,T,Activities of households,high,Synthetic classification.,dev_peru_059
384,repo_384,dev_peru_059/repo_384,{'login': 'dev_peru_059'},A Rust project for industry B.,Rust,"['rust', 'peru']",36,11,36,2,2019-01-05T00:00:00Z,2033-05-29T00:00:00Z,2028-08-21T00:00:00Z,,"# Repo 384
A demo project.",{'Rust': 45949},False,J,Information and communication,low,Synthetic classification.,dev_peru_059
385,repo_385,dev_peru_059/repo_385,{'login': 'dev_peru_059'},A JavaScript project for industry O.,JavaScript,"['javascript', 'peru']",25,3,25,12,2019-06-07T00:00:00Z,2032-03-21T00:00:00Z,2030-05-30T00:00:00Z,,"# Repo 385
A demo project.",{'JavaScript': 11244},False,R,"Arts, entertainment and recreation",high,Synthetic classification.,dev_peru_059
386,repo_386,dev_peru_059/repo_386,{'login': 'dev_peru_059'},A TypeScript project for industry R.,TypeScript,"['typescript', 'peru']",7,2,7,9,2025-10-07T00:00:00Z,2030-02-10T00:00:00Z,2024-08-13T00:00:00Z,,"# Repo 386
A demo project.",{'TypeScript': 48797},False,U,Extraterritorial organizations,medium,Synthetic classification.,dev_peru_059
387,repo_387,dev_peru_059/repo_387,{'login': 'dev_peru_059'},A Python project for industry R.,Python,"['python', 'peru']",1,0,1,4,2016-05-19T00:00:00Z,2023-06-21T00:00:00Z,2023-01-21T00:00:00Z,{'name': 'MIT'},"# Repo 387
A demo project.",{'Python': 26826},False,R,"Arts, entertainment and recreation",low,Synthetic classification.,dev_peru_059
388,repo_388,dev_peru_059/repo_388,{'login': 'dev_peru_059'},A JavaScript project for industry L.,JavaScript,"['javascript', 'peru']",50,7,50,6,2019-08-18T00:00:00Z,2033-02-26T00:00:00Z,2030-03-30T00:00:00Z,{'name': 'MIT'},"# Repo 388
A demo project.",{'JavaScript': 10335},False,F,Construction,high,Synthetic classification.,dev_peru_059
389,repo_389,dev_peru_059/repo_389,{'login': 'dev_peru_059'},A Java project for industry I.,Java,"['java', 'peru']",30,7,30,6,2016-04-14T00:00:00Z,2025-01-12T00:00:00Z,2030-07-11T00:00:00Z,{'name': 'MIT'},"# Repo 389
A demo project.",{'Java': 4564},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_059
390,repo_390,dev_peru_059/repo_390,{'login': 'dev_peru_059'},A Ruby project for industry J.,Ruby,"['ruby', 'peru']",15,3,15,2,2017-10-23T00:00:00Z,2024-02-07T00:00:00Z,2025-03-19T00:00:00Z,{'name': 'MIT'},"# Repo 390
A demo project.",{'Ruby': 32928},False,K,Financial and insurance activities,medium,Synthetic classification.,dev_peru_059
391,repo_391,dev_peru_059/repo_391,{'login': 'dev_peru_059'},A TypeScript project for industry H.,TypeScript,"['typescript', 'peru']",47,13,47,3,2018-03-13T00:00:00Z,2029-12-12T00:00:00Z,2023-10-13T00:00:00Z,{'name': 'MIT'},"# Repo 391
A demo project.",{'TypeScript': 21826},False,P,Education,medium,Synthetic classification.,dev_peru_059
392,repo_392,dev_peru_059/repo_392,{'login': 'dev_peru_059'},A PHP project for industry J.,PHP,"['php', 'peru']",3,0,3,18,2016-09-16T00:00:00Z,2029-05-05T00:00:00Z,2029-05-10T00:00:00Z,,"# Repo 392
A demo project.",{'PHP': 21731},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_059
393,repo_393,dev_peru_060/repo_393,{'login': 'dev_peru_060'},A PHP project for industry H.,PHP,"['php', 'peru']",24,3,24,20,2019-11-22T00:00:00Z,2026-02-07T00:00:00Z,2032-06-03T00:00:00Z,,"# Repo 393
A demo project.",{'PHP': 45536},False,K,Financial and insurance activities,medium,Synthetic classification.,dev_peru_060
394,repo_394,dev_peru_061/repo_394,{'login': 'dev_peru_061'},A Kotlin project for industry J.,Kotlin,"['kotlin', 'peru']",11,1,11,15,2021-03-09T00:00:00Z,2024-03-21T00:00:00Z,2024-12-20T00:00:00Z,{'name': 'MIT'},"# Repo 394
A demo project.",{'Kotlin': 6372},False,I,Accommodation and food services,high,Synthetic classification.,dev_peru_061
395,repo_395,dev_peru_061/repo_395,{'login': 'dev_peru_061'},A Dart project for industry U.,Dart,"['dart', 'peru']",41,4,41,2,2023-02-27T00:00:00Z,2023-11-05T00:00:00Z,2033-01-02T00:00:00Z,,"# Repo 395
A demo project.",{'Dart': 34238},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_061
396,repo_396,dev_peru_061/repo_396,{'login': 'dev_peru_061'},A Swift project for industry M.,Swift,"['swift', 'peru']",42,10,42,18,2017-05-21T00:00:00Z,2033-03-01T00:00:00Z,2023-05-31T00:00:00Z,{'name': 'MIT'},"# Repo 396
A demo project.",{'Swift': 36616},False,R,"Arts, entertainment and recreation",medium,Synthetic classification.,dev_peru_061
397,repo_397,dev_peru_061/repo_397,{'login': 'dev_peru_061'},A Ruby project for industry L.,Ruby,"['ruby', 'peru']",38,12,38,12,2017-07-03T00:00:00Z,2032-12-30T00:00:00Z,2031-08-29T00:00:00Z,{'name': 'MIT'},"# Repo 397
A demo project.",{'Ruby': 20070},False,E,Water supply; sewerage,medium,Synthetic classification.,dev_peru_061
398,repo_398,dev_peru_061/repo_398,{'login': 'dev_peru_061'},A Dart project for industry M.,Dart,"['dart', 'peru']",47,10,47,11,2020-08-18T00:00:00Z,2023-02-13T00:00:00Z,2030-06-07T00:00:00Z,,"# Repo 398
A demo project.",{'Dart': 41241},False,F,Construction,low,Synthetic classification.,dev_peru_061
399,repo_399,dev_peru_061/repo_399,{'login': 'dev_peru_061'},A TypeScript project for industry F.,TypeScript,"['typescript', 'peru']",55,11,55,18,2025-08-21T00:00:00Z,2029-05-06T00:00:00Z,2030-05-24T00:00:00Z,{'name': 'MIT'},"# Repo 399
A demo project.",{'TypeScript': 10581},False,P,Education,medium,Synthetic classification.,dev_peru_061
400,repo_400,dev_peru_061/repo_400,{'login': 'dev_peru_061'},A Python project for industry P.,Python,"['python', 'peru']",0,0,0,7,2015-09-15T00:00:00Z,2025-12-18T00:00:00Z,2027-02-22T00:00:00Z,,"# Repo 400
A demo project.",{'Python': 44816},False,G,Wholesale and retail trade,low,Synthetic classification.,dev_peru_061
401,repo_401,dev_peru_061/repo_401,{'login': 'dev_peru_061'},A Rust project for industry P.,Rust,"['rust', 'peru']",86,15,86,14,2024-11-19T00:00:00Z,2023-07-10T00:00:00Z,2023-06-13T00:00:00Z,{'name': 'MIT'},"# Repo 401
A demo project.",{'Rust': 22238},False,D,"Electricity, gas, steam supply",low,Synthetic classification.,dev_peru_061
