repo_id,repo_name,industry_code,industry_name,confidence,reasoning
479,repo_479,J,Information and communication,medium,Synthetic classification.
480,repo_480,F,Construction,high,Synthetic classification.
481,repo_481,P,Education,low,Synthetic classification.
482,repo_482,G,Wholesale and retail trade,low,Synthetic classification.
483,repo_483,N,Administrative and support activities,medium,Synthetic classification.
484,repo_484,C,Manufacturing,high,Synthetic classification.
485,repo_485,S,Other service activities,low,Synthetic classification.
486,repo_486,O,Public administration and defense,low,Synthetic classification.
487,repo_487,F,Construction,low,Synthetic classification.
488,repo_488,N,Administrative and support activities,low,Synthetic classification.
489,repo_489,I,Accommodation and food services,medium,Synthetic classification.
490,repo_490,E,Water supply; sewerage,medium,Synthetic classification.
491,repo_491,I,Accommodation and food services,low,Synthetic classification.
492,repo_492,I,Accommodation and food services,medium,Synthetic classification.
493,repo_493,C,Manufacturing,low,Synthetic classification.
494,repo_494,T,Activities of households,low,Synthetic classification.
495,repo_495,L,Real estate activities,medium,Synthetic classification.
496,repo_496,U,Extraterritorial organizations,low,Synthetic classification.
497,repo_497,H,Transportation and storage,high,Synthetic classification.
498,repo_498,N,Administrative and support activities,medium,Synthetic classification.
499,repo_499,C,Manufacturing,medium,Synthetic classification.
500,repo_500,S,Other service activities,high,Synthetic classification.
501,repo_501,S,Other service activities,high,Synthetic classification.
502,repo_502,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
503,repo_503,G,Wholesale and retail trade,low,Synthetic classification.
504,repo_504,J,Information and communication,high,Synthetic classification.
505,repo_505,R,"Arts, entertainment and recreation",high,Synthetic classification.
506,repo_506,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
507,repo_507,T,Activities of households,medium,Synthetic classification.
508,repo_508,L,Real estate activities,high,Synthetic classification.
509,repo_509,K,Financial and insurance activities,medium,Synthetic classification.
510,repo_510,B,Mining and quarrying,high,Synthetic classification.
511,repo_511,L,Real estate activities,low,Synthetic classification.
512,repo_512,A,"Agriculture, forestry and fishing",low,Synthetic classification.
513,repo_513,T,Activities of households,low,Synthetic classification.
514,repo_514,K,Financial and insurance activities,medium,Synthetic classification.
515,repo_515,J,Information and communication,low,Synthetic classification.
516,repo_516,F,Construction,medium,Synthetic classification.
517,repo_517,K,Financial and insurance activities,medium,Synthetic classification.
518,repo_518,A,"Agriculture, forestry and fishing",low,Synthetic classification.
519,repo_519,L,Real estate activities,high,Synthetic classification.
520,repo_520,P,Education,medium,Synthetic classification.
521,repo_521,N,Administrative and support activities,high,Synthetic classification.
522,repo_522,T,Activities of households,medium,Synthetic classification.
523,repo_523,M,"Professional, scientific activities",low,Synthetic classification.
524,repo_524,Q,Human health and social work,high,Synthetic classification.
525,repo_525,R,"Arts, entertainment and recreation",medium,Synthetic classification.
526,repo_526,O,Public administration and defense,high,Synthetic classification.
527,repo_527,C,Manufacturing,low,Synthetic classification.
528,repo_528,F,Construction,medium,Synthetic classification.
529,repo_529,F,Construction,low,Synthetic classification.
530,repo_530,Q,Human health and social work,low,Synthetic classification.
531,repo_531,E,Water supply; sewerage,high,Synthetic classification.
532,repo_532,J,Information and communication,low,Synthetic classification.
533,repo_533,P,Education,medium,Synthetic classification.
534,repo_534,N,Administrative and support activities,medium,Synthetic classification.
535,repo_535,B,Mining and quarrying,high,Synthetic classification.
536,repo_536,J,Information and communication,medium,Synthetic classification.
537,repo_537,T,Activities of households,low,Synthetic classification.
538,repo_538,K,Financial and insurance activities,medium,Synthetic classification.
539,repo_539,I,Accommodation and food services,medium,Synthetic classification.
540,repo_540,Q,Human health and social work,high,Synthetic classification.
541,repo_541,S,Other service activities,low,Synthetic classification.
542,repo_542,F,Construction,low,Synthetic classification.
543,repo_543,G,Wholesale and retail trade,low,Synthetic classification.
544,repo_544,G,Wholesale and retail trade,low,Synthetic classification.
545,repo_545,D,"Electricity, gas, steam supply",low,Synthetic classification.
546,repo_546,K,Financial and insurance activities,low,Synthetic classification.
547,repo_547,K,Financial and insurance activities,medium,Synthetic classification.
548,repo_548,R,"Arts, entertainment and recreation",high,Synthetic classification.
549,repo_549,K,Financial and insurance activities,medium,Synthetic classification.
550,repo_550,K,Financial and insurance activities,low,Synthetic classification.
551,repo_551,G,Wholesale and retail trade,low,Synthetic classification.
552,repo_552,Q,Human health and social work,high,Synthetic classification.
553,repo_553,Q,Human health and social work,low,Synthetic classification.
554,repo_554,J,Information and communication,high,Synthetic classification.
555,repo_555,J,Information and communication,high,Synthetic classification.
556,repo_556,K,Financial and insurance activities,medium,Synthetic classification.
557,repo_557,D,"Electricity, gas, steam supply",high,Synthetic classification.
558,repo_558,H,Transportation and storage,high,Synthetic classification.
559,repo_559,B,Mining and quarrying,high,Synthetic classification.
560,repo_560,O,Public administration and defense,low,Synthetic classification.
561,repo_561,S,Other service activities,high,Synthetic classification.
562,repo_562,P,Education,high,Synthetic classification.
563,repo_563,K,Financial and insurance activities,medium,Synthetic classification.
564,repo_564,J,Information and communication,medium,Synthetic classification.
565,repo_565,R,"Arts, entertainment and recreation",low,Synthetic classification.
566,repo_566,R,"Arts, entertainment and recreation",high,Synthetic classification.
567,repo_567,S,Other service activities,medium,Synthetic classification.
568,repo_568,K,Financial and insurance activities,low,Synthetic classification.
569,repo_569,T,Activities of households,medium,Synthetic classification.
570,repo_570,A,"Agriculture, forestry and fishing",high,Synthetic classification.
571,repo_571,K,Financial and insurance activities,medium,Synthetic classification.
572,repo_572,A,"Agriculture, forestry and fishing",low,Synthetic classification.
573,repo_573,A,"Agriculture, forestry and fishing",low,Synthetic classification.
574,repo_574,S,Other service activities,medium,Synthetic classification.
575,repo_575,P,Education,high,Synthetic classification.
576,repo_576,A,"Agriculture, forestry and fishing",high,Synthetic classification.
577,repo_577,O,Public administration and defense,low,Synthetic classification.
578,repo_578,M,"Professional, scientific activities",medium,Synthetic classification.
579,repo_579,Q,Human health and social work,medium,Synthetic classification.
580,repo_580,D,"Electricity, gas, steam supply",low,Synthetic classification.
581,repo_581,O,Public administration and defense,low,Synthetic classification.
582,repo_582,C,Manufacturing,low,Synthetic classification.
583,repo_583,P,Education,medium,Synthetic classification.
584,repo_584,J,Information and communication,high,Synthetic classification.
585,repo_585,P,Education,low,Synthetic classification.
586,repo_586,C,Manufacturing,medium,Synthetic classification.
587,repo_587,F,Construction,low,Synthetic classification.
588,repo_588,Q,Human health and social work,high,Synthetic classification.
589,repo_589,M,"Professional, scientific activities",high,Synthetic classification.
590,repo_590,U,Extraterritorial organizations,medium,Synthetic classification.
591,repo_591,R,"Arts, entertainment and recreation",high,Synthetic classification.
592,repo_592,J,Information and communication,medium,Synthetic classification.
593,repo_593,T,Activities of households,low,Synthetic classification.
594,repo_594,O,Public administration and defense,low,Synthetic classification.
595,repo_595,K,Financial and insurance activities,low,Synthetic classification.
596,repo_596,L,Real estate activities,high,Synthetic classification.
597,repo_597,G,Wholesale and retail trade,low,Synthetic classification.
598,repo_598,S,Other service activities,high,Synthetic classification.
599,repo_599,I,Accommodation and food services,medium,Synthetic classification.
600,repo_600,M,"Professional, scientific activities",medium,Synthetic classification.
601,repo_601,T,Activities of households,medium,Synthetic classification.
602,repo_602,D,"Electricity, gas, steam supply",medium,Synthetic classification.
603,repo_603,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
604,repo_604,M,"Professional, scientific activities",low,Synthetic classification.
605,repo_605,R,"Arts, entertainment and recreation",high,Synthetic classification.
606,repo_606,J,Information and communication,medium,Synthetic classification.
607,repo_607,O,Public administration and defense,medium,Synthetic classification.
608,repo_608,M,"Professional, scientific activities",high,Synthetic classification.
609,repo_609,B,Mining and quarrying,high,Synthetic classification.
610,repo_610,J,Information and communication,medium,Synthetic classification.
611,repo_611,B,Mining and quarrying,medium,Synthetic classification.
612,repo_612,S,Other service activities,high,Synthetic classification.
613,repo_613,B,Mining and quarrying,high,Synthetic classification.
614,repo_614,O,Public administration and defense,low,Synthetic classification.
615,repo_615,C,Manufacturing,high,Synthetic classification.
616,repo_616,K,Financial and insurance activities,high,Synthetic classification.
617,repo_617,F,Construction,low,Synthetic classification.
618,repo_618,T,Activities of households,medium,Synthetic classification.
619,repo_619,U,Extraterritorial organizations,low,Synthetic classification.
620,repo_620,N,Administrative and support activities,high,Synthetic classification.
621,repo_621,U,Extraterritorial organizations,medium,Synthetic classification.
622,repo_622,L,Real estate activities,low,Synthetic classification.
623,repo_623,P,Education,medium,Synthetic classification.
624,repo_624,K,Financial and insurance activities,low,Synthetic classification.
625,repo_625,F,Construction,high,Synthetic classification.
626,repo_626,K,Financial and insurance activities,high,Synthetic classification.
627,repo_627,H,Transportation and storage,high,Synthetic classification.
628,repo_628,M,"Professional, scientific activities",medium,Synthetic classification.
629,repo_629,B,Mining and quarrying,low,Synthetic classification.
630,repo_630,H,Transportation and storage,medium,Synthetic classification.
631,repo_631,C,Manufacturing,medium,Synthetic classification.
632,repo_632,N,Administrative and support activities,low,Synthetic classification.
633,repo_633,S,Other service activities,high,Synthetic classification.
634,repo_634,D,"Electricity, gas, steam supply",medium,Synthetic classification.
635,repo_635,L,Real estate activities,medium,Synthetic classification.
636,repo_636,S,Other service activities,low,Synthetic classification.
637,repo_637,L,Real estate activities,low,Synthetic classification.
638,repo_638,B,Mining and quarrying,medium,Synthetic classification.
639,repo_639,T,Activities of households,medium,Synthetic classification.
640,repo_640,T,Activities of households,high,Synthetic classification.
641,repo_641,H,Transportation and storage,low,Synthetic classification.
642,repo_642,I,Accommodation and food services,low,Synthetic classification.
643,repo_643,D,"Electricity, gas, steam supply",medium,Synthetic classification.
644,repo_644,C,Manufacturing,high,Synthetic classification.
645,repo_645,I,Accommodation and food services,high,Synthetic classification.
646,repo_646,R,"Arts, entertainment and recreation",high,Synthetic classification.
647,repo_647,Q,Human health and social work,low,Synthetic classification.
648,repo_648,Q,Human health and social work,low,Synthetic classification.
649,repo_649,H,Transportation and storage,medium,Synthetic classification.
650,repo_650,F,Construction,low,Synthetic classification.
651,repo_651,S,Other service activities,high,Synthetic classification.
652,repo_652,E,Water supply; sewerage,medium,Synthetic classification.
653,repo_653,E,Water supply; sewerage,medium,Synthetic classification.
654,repo_654,S,Other service activities,low,Synthetic classification.
655,repo_655,E,Water supply; sewerage,low,Synthetic classification.
656,repo_656,K,Financial and insurance activities,high,Synthetic classification.
657,repo_657,A,"Agriculture, forestry and fishing",high,Synthetic classification.
658,repo_658,Q,Human health and social work,high,Synthetic classification.
659,repo_659,L,Real estate activities,medium,Synthetic classification.
660,repo_660,O,Public administration and defense,medium,Synthetic classification.
661,repo_661,G,Wholesale and retail trade,medium,Synthetic classification.
662,repo_662,C,Manufacturing,high,Synthetic classification.
663,repo_663,G,Wholesale and retail trade,high,Synthetic classification.
664,repo_664,J,Information and communication,medium,Synthetic classification.
665,repo_665,U,Extraterritorial organizations,medium,Synthetic classification.
666,repo_666,A,"Agriculture, forestry and fishing",high,Synthetic classification.
667,repo_667,I,Accommodation and food services,low,Synthetic classification.
668,repo_668,F,Construction,low,Synthetic classification.
669,repo_669,U,Extraterritorial organizations,medium,Synthetic classification.
670,repo_670,F,Construction,high,Synthetic classification.
671,repo_671,I,Accommodation and food services,low,Synthetic classification.
672,repo_672,J,Information and communication,medium,Synthetic classification.
673,repo_673,R,"Arts, entertainment and recreation",low,Synthetic classification.
674,repo_674,N,Administrative and support activities,medium,Synthetic classification.
675,repo_675,O,Public administration and defense,low,Synthetic classification.
676,repo_676,H,Transportation and storage,high,Synthetic classification.
677,repo_677,D,"Electricity, gas, steam supply",high,Synthetic classification.
678,repo_678,S,Other service activities,high,Synthetic classification.
679,repo_679,D,"Electricity, gas, steam supply",low,Synthetic classification.
680,repo_680,I,Accommodation and food services,low,Synthetic classification.
681,repo_681,A,"Agriculture, forestry and fishing",low,Synthetic classification.
682,repo_682,D,"Electricity, gas, steam supply",high,Synthetic classification.
683,repo_683,F,Construction,medium,Synthetic classification.
684,repo_684,Q,Human health and social work,high,Synthetic classification.
685,repo_685,M,"Professional, scientific activities",medium,Synthetic classification.
686,repo_686,G,Wholesale and retail trade,high,Synthetic classification.
687,repo_687,O,Public administration and defense,low,Synthetic classification.
688,repo_688,F,Construction,high,Synthetic classification.
689,repo_689,P,Education,medium,Synthetic classification.
690,repo_690,L,Real estate activities,medium,Synthetic classification.
691,repo_691,I,Accommodation and food services,medium,Synthetic classification.
692,repo_692,A,"Agriculture, forestry and fishing",high,Synthetic classification.
693,repo_693,Q,Human health and social work,medium,Synthetic classification.
694,repo_694,R,"Arts, entertainment and recreation",high,Synthetic classification.
695,repo_695,O,Public administration and defense,high,Synthetic classification.
696,repo_696,P,Education,high,Synthetic classification.
697,repo_697,Q,Human health and social work,high,Synthetic classification.
698,repo_698,K,Financial and insurance activities,high,Synthetic classification.
699,repo_699,K,Financial and insurance activities,medium,Synthetic classification.
700,repo_700,U,Extraterritorial organizations,medium,Synthetic classification.
701,repo_701,B,Mining and quarrying,medium,Synthetic classification.
702,repo_702,K,Financial and insurance activities,medium,Synthetic classification.
703,repo_703,K,Financial and insurance activities,medium,Synthetic classification.
704,repo_704,P,Education,low,Synthetic classification.
705,repo_705,M,"Professional, scientific activities",high,Synthetic classification.
706,repo_706,Q,Human health and social work,medium,Synthetic classification.
707,repo_707,R,"Arts, entertainment and recreation",medium,Synthetic classification.
708,repo_708,A,"Agriculture, forestry and fishing",low,Synthetic classification.
709,repo_709,O,Public administration and defense,medium,Synthetic classification.
710,repo_710,G,Wholesale and retail trade,medium,Synthetic classification.
711,repo_711,U,Extraterritorial organizations,high,Synthetic classification.
712,repo_712,H,Transportation and storage,high,Synthetic classification.
713,repo_713,G,Wholesale and retail trade,high,Synthetic classification.
714,repo_714,P,Education,high,Synthetic classification.
715,repo_715,L,Real estate activities,low,Synthetic classification.
716,repo_716,Q,Human health and social work,low,Synthetic classification.
717,repo_717,K,Financial and insurance activities,medium,Synthetic classification.
718,repo_718,G,Wholesale and retail trade,medium,Synthetic classification.
719,repo_719,K,Financial and insurance activities,low,Synthetic classification.
720,repo_720,L,Real estate activities,medium,Synthetic classification.
721,repo_721,H,Transportation and storage,medium,Synthetic classification.
722,repo_722,O,Public administration and defense,medium,Synthetic classification.
723,repo_723,J,Information and communication,high,Synthetic classification.
724,repo_724,B,Mining and quarrying,medium,Synthetic classification.
725,repo_725,N,Administrative and support activities,high,Synthetic classification.
726,repo_726,K,Financial and insurance activities,medium,Synthetic classification.
727,repo_727,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
728,repo_728,U,Extraterritorial organizations,high,Synthetic classification.
729,repo_729,F,Construction,low,Synthetic classification.
730,repo_730,S,Other service activities,high,Synthetic classification.
731,repo_731,G,Wholesale and retail trade,medium,Synthetic classification.
732,repo_732,L,Real estate activities,high,Synthetic classification.
733,repo_733,P,Education,high,Synthetic classification.
734,repo_734,G,Wholesale and retail trade,low,Synthetic classification.
735,repo_735,J,Information and communication,medium,Synthetic classification.
736,repo_736,P,Education,high,Synthetic classification.
737,repo_737,I,Accommodation and food services,high,Synthetic classification.
738,repo_738,T,Activities of households,low,Synthetic classification.
739,repo_739,L,Real estate activities,high,Synthetic classification.
740,repo_740,E,Water supply; sewerage,high,Synthetic classification.
741,repo_741,P,Education,medium,Synthetic classification.
742,repo_742,Q,Human health and social work,medium,Synthetic classification.
743,repo_743,U,Extraterritorial organizations,medium,Synthetic classification.
744,repo_744,O,Public administration and defense,medium,Synthetic classification.
745,repo_745,P,Education,high,Synthetic classification.
746,repo_746,F,Construction,low,Synthetic classification.
747,repo_747,F,Construction,medium,Synthetic classification.
748,repo_748,D,"Electricity, gas, steam supply",medium,Synthetic classification.
749,repo_749,P,Education,medium,Synthetic classification.
750,repo_750,K,Financial and insurance activities,low,Synthetic classification.
751,repo_751,C,Manufacturing,low,Synthetic classification.
752,repo_752,C,Manufacturing,high,Synthetic classification.
753,repo_753,D,"Electricity, gas, steam supply",medium,Synthetic classification.
754,repo_754,Q,Human health and social work,high,Synthetic classification.
755,repo_755,L,Real estate activities,low,Synthetic classification.
756,repo_756,H,Transportation and storage,low,Synthetic classification.
757,repo_757,N,Administrative and support activities,high,Synthetic classification.
758,repo_758,N,Administrative and support activities,medium,Synthetic classification.
759,repo_759,O,Public administration and defense,low,Synthetic classification.
760,repo_760,D,"Electricity, gas, steam supply",low,Synthetic classification.
761,repo_761,K,Financial and insurance activities,low,Synthetic classification.
762,repo_762,G,Wholesale and retail trade,high,Synthetic classification.
763,repo_763,A,"Agriculture, forestry and fishing",high,Synthetic classification.
764,repo_764,L,Real estate activities,low,Synthetic classification.
765,repo_765,G,Wholesale and retail trade,high,Synthetic classification.
766,repo_766,G,Wholesale and retail trade,high,Synthetic classification.
767,repo_767,O,Public administration and defense,medium,Synthetic classification.
768,repo_768,B,Mining and quarrying,medium,Synthetic classification.
769,repo_769,R,"Arts, entertainment and recreation",medium,Synthetic classification.
770,repo_770,H,Transportation and storage,low,Synthetic classification.
771,repo_771,N,Administrative and support activities,medium,Synthetic classification.
772,repo_772,G,Wholesale and retail trade,medium,Synthetic classification.
773,repo_773,O,Public administration and defense,high,Synthetic classification.
774,repo_774,P,Education,high,Synthetic classification.
775,repo_775,D,"Electricity, gas, steam supply",medium,Synthetic classification.
776,repo_776,F,Construction,high,Synthetic classification.
777,repo_777,H,Transportation and storage,high,Synthetic classification.
778,repo_778,I,Accommodation and food services,high,Synthetic classification.
779,repo_779,O,Public administration and defense,high,Synthetic classification.
780,repo_780,U,Extraterritorial organizations,high,Synthetic classification.
781,repo_781,P,Education,low,Synthetic classification.
782,repo_782,O,Public administration and defense,medium,Synthetic classification.
783,repo_783,L,Real estate activities,low,Synthetic classification.
784,repo_784,E,Water supply; sewerage,medium,Synthetic classification.
785,repo_785,E,Water supply; sewerage,high,Synthetic classification.
786,repo_786,N,Administrative and support activities,high,Synthetic classification.
787,repo_787,Q,Human health and social work,medium,Synthetic classification.
788,repo_788,I,Accommodation and food services,low,Synthetic classification.
789,repo_789,U,Extraterritorial organizations,medium,Synthetic classification.
790,repo_790,R,"Arts, entertainment and recreation",medium,Synthetic classification.
791,repo_791,J,Information and communication,low,Synthetic classification.
792,repo_792,H,Transportation and storage,medium,Synthetic classification.
793,repo_793,Q,Human health and social work,medium,Synthetic classification.
794,repo_794,K,Financial and insurance activities,high,Synthetic classification.
795,repo_795,T,Activities of households,high,Synthetic classification.
796,repo_796,K,Financial and insurance activities,low,Synthetic classification.
797,repo_797,C,Manufacturing,high,Synthetic classification.
798,repo_798,S,Other service activities,low,Synthetic classification.
799,repo_799,P,Education,low,Synthetic classification.
800,repo_800,Q,Human health and social work,low,Synthetic classification.
801,repo_801,D,"Electricity, gas, steam supply",low,Synthetic classification.
802,repo_802,L,Real estate activities,medium,Synthetic classification.
803,repo_803,B,Mining and quarrying,medium,Synthetic classification.
804,repo_804,N,Administrative and support activities,medium,Synthetic classification.
805,repo_805,E,Water supply; sewerage,high,Synthetic classification.
806,repo_806,T,Activities of households,medium,Synthetic classification.
807,repo_807,I,Accommodation and food services,low,Synthetic classification.
808,repo_808,U,Extraterritorial organizations,high,Synthetic classification.
809,repo_809,Q,Human health and social work,high,Synthetic classification.
810,repo_810,H,Transportation and storage,low,Synthetic classification.
811,repo_811,B,Mining and quarrying,medium,Synthetic classification.
812,repo_812,M,"Professional, scientific activities",medium,Synthetic classification.
813,repo_813,E,Water supply; sewerage,medium,Synthetic classification.
814,repo_814,J,Information and communication,medium,Synthetic classification.
815,repo_815,B,Mining and quarrying,high,Synthetic classification.
816,repo_816,I,Accommodation and food services,high,Synthetic classification.
817,repo_817,I,Accommodation and food services,low,Synthetic classification.
818,repo_818,C,Manufacturing,low,Synthetic classification.
819,repo_819,R,"Arts, entertainment and recreation",medium,Synthetic classification.
820,repo_820,P,Education,medium,Synthetic classification.
821,repo_821,J,Information and communication,high,Synthetic classification.
822,repo_822,R,"Arts, entertainment and recreation",medium,Synthetic classification.
823,repo_823,O,Public administration and defense,medium,Synthetic classification.
824,repo_824,E,Water supply; sewerage,low,Synthetic classification.
825,repo_825,P,Education,medium,Synthetic classification.
826,repo_826,O,Public administration and defense,low,Synthetic classification.
827,repo_827,A,"Agriculture, forestry and fishing",high,Synthetic classification.
828,repo_828,L,Real estate activities,high,Synthetic classification.
829,repo_829,L,Real estate activities,high,Synthetic classification.
830,repo_830,I,Accommodation and food services,low,Synthetic classification.
831,repo_831,S,Other service activities,high,Synthetic classification.
832,repo_832,I,Accommodation and food services,high,Synthetic classification.
833,repo_833,N,Administrative and support activities,low,Synthetic classification.
834,repo_834,Q,Human health and social work,medium,Synthetic classification.
835,repo_835,K,Financial and insurance activities,high,Synthetic classification.
836,repo_836,H,Transportation and storage,high,Synthetic classification.
837,repo_837,S,Other service activities,low,Synthetic classification.
838,repo_838,K,Financial and insurance activities,low,Synthetic classification.
839,repo_839,S,Other service activities,high,Synthetic classification.
840,repo_840,B,Mining and quarrying,medium,Synthetic classification.
841,repo_841,J,Information and communication,medium,Synthetic classification.
842,repo_842,O,Public administration and defense,medium,Synthetic classification.
843,repo_843,O,Public administration and defense,low,Synthetic classification.
844,repo_844,S,Other service activities,high,Synthetic classification.
845,repo_845,E,Water supply; sewerage,high,Synthetic classification.
846,repo_846,S,Other service activities,low,Synthetic classification.
847,repo_847,Q,Human health and social work,low,Synthetic classification.
848,repo_848,N,Administrative and support activities,medium,Synthetic classification.
849,repo_849,O,Public administration and defense,low,Synthetic classification.
850,repo_850,F,Construction,high,Synthetic classification.
851,repo_851,O,Public administration and defense,low,Synthetic classification.
852,repo_852,L,Real estate activities,high,Synthetic classification.
853,repo_853,L,Real estate activities,high,Synthetic classification.
854,repo_854,R,"Arts, entertainment and recreation",high,Synthetic classification.
855,repo_855,M,"Professional, scientific activities",low,Synthetic classification.
856,repo_856,F,Construction,low,Synthetic classification.
857,repo_857,G,Wholesale and retail trade,low,Synthetic classification.
858,repo_858,S,Other service activities,high,Synthetic classification.
859,repo_859,Q,Human health and social work,low,Synthetic classification.
860,repo_860,M,"Professional, scientific activities",low,Synthetic classification.
861,repo_861,P,Education,low,Synthetic classification.
862,repo_862,G,Wholesale and retail trade,high,Synthetic classification.
863,repo_863,F,Construction,medium,Synthetic classification.
864,repo_864,B,Mining and quarrying,medium,Synthetic classification.
865,repo_865,K,Financial and insurance activities,medium,Synthetic classification.
866,repo_866,J,Information and communication,low,Synthetic classification.
867,repo_867,B,Mining and quarrying,low,Synthetic classification.
868,repo_868,G,Wholesale and retail trade,low,Synthetic classification.
869,repo_869,M,"Professional, scientific activities",medium,Synthetic classification.
870,repo_870,M,"Professional, scientific activities",high,Synthetic classification.
871,repo_871,O,Public administration and defense,medium,Synthetic classification.
872,repo_872,L,Real estate activities,high,Synthetic classification.
873,repo_873,H,Transportation and storage,medium,Synthetic classification.
874,repo_874,E,Water supply; sewerage,high,Synthetic classification.
875,repo_875,M,"Professional, scientific activities",high,Synthetic classification.
876,repo_876,C,Manufacturing,high,Synthetic classification.
877,repo_877,G,Wholesale and retail trade,high,Synthetic classification.
878,repo_878,Q,Human health and social work,high,Synthetic classification.
879,repo_879,C,Manufacturing,medium,Synthetic classification.
880,repo_880,T,Activities of households,low,Synthetic classification.
881,repo_881,T,Activities of households,high,Synthetic classification.
882,repo_882,J,Information and communication,low,Synthetic classification.
883,repo_883,H,Transportation and storage,high,Synthetic classification.
884,repo_884,M,"Professional, scientific activities",low,Synthetic classification.
885,repo_885,G,Wholesale and retail trade,medium,Synthetic classification.
886,repo_886,N,Administrative and support activities,medium,Synthetic classification.
887,repo_887,O,Public administration and defense,medium,Synthetic classification.
888,repo_888,K,Financial and insurance activities,low,Synthetic classification.
889,repo_889,E,Water supply; sewerage,medium,Synthetic classification.
890,repo_890,D,"Electricity, gas, steam supply",low,Synthetic classification.
891,repo_891,G,Wholesale and retail trade,low,Synthetic classification.
892,repo_892,U,Extraterritorial organizations,low,Synthetic classification.
893,repo_893,G,Wholesale and retail trade,high,Synthetic classification.
894,repo_894,G,Wholesale and retail trade,low,Synthetic classification.
895,repo_895,K,Financial and insurance activities,medium,Synthetic classification.
896,repo_896,H,Transportation and storage,high,Synthetic classification.
897,repo_897,O,Public administration and defense,high,Synthetic classification.
898,repo_898,N,Administrative and support activities,medium,Synthetic classification.
899,repo_899,D,"Electricity, gas, steam supply",low,Synthetic classification.
900,repo_900,K,Financial and insurance activities,low,Synthetic classification.
901,repo_901,H,Transportation and storage,low,Synthetic classification.
902,repo_902,H,Transportation and storage,low,Synthetic classification.
903,repo_903,E,Water supply; sewerage,medium,Synthetic classification.
904,repo_904,I,Accommodation and food services,medium,Synthetic classification.
905,repo_905,K,Financial and insurance activities,medium,Synthetic classification.
906,repo_906,M,"Professional, scientific activities",low,Synthetic classification.
907,repo_907,B,Mining and quarrying,low,Synthetic classification.
908,repo_908,H,Transportation and storage,low,Synthetic classification.
909,repo_909,T,Activities of households,high,Synthetic classification.
910,repo_910,L,Real estate activities,medium,Synthetic classification.
911,repo_911,P,Education,high,Synthetic classification.
912,repo_912,I,Accommodation and food services,medium,Synthetic classification.
913,repo_913,P,Education,high,Synthetic classification.
914,repo_914,M,"Professional, scientific activities",medium,Synthetic classification.
915,repo_915,N,Administrative and support activities,high,Synthetic classification.
916,repo_916,L,Real estate activities,low,Synthetic classification.
917,repo_917,H,Transportation and storage,medium,Synthetic classification.
918,repo_918,E,Water supply; sewerage,medium,Synthetic classification.
919,repo_919,M,"Professional, scientific activities",low,Synthetic classification.
920,repo_920,I,Accommodation and food services,low,Synthetic classification.
921,repo_921,C,Manufacturing,high,Synthetic classification.
922,repo_922,J,Information and communication,high,Synthetic classification.
923,repo_923,J,Information and communication,low,Synthetic classification.
924,repo_924,D,"Electricity, gas, steam supply",medium,Synthetic classification.
925,repo_925,I,Accommodation and food services,medium,Synthetic classification.
926,repo_926,I,Accommodation and food services,high,Synthetic classification.
927,repo_927,I,Accommodation and food services,high,Synthetic classification.
928,repo_928,Q,Human health and social work,medium,Synthetic classification.
929,repo_929,K,Financial and insurance activities,high,Synthetic classification.
930,repo_930,A,"Agriculture, forestry and fishing",medium,Synthetic classification.
931,repo_931,H,Transportation and storage,medium,Synthetic classification.
932,repo_932,K,Financial and insurance activities,high,Synthetic classification.
933,repo_933,T,Activities of households,high,Synthetic classification.
934,repo_934,E,Water supply; sewerage,low,Synthetic classification.
935,repo_935,R,"Arts, entertainment and recreation",medium,Synthetic classification.
936,repo_936,C,Manufacturing,high,Synthetic classification.
937,repo_937,H,Transportation and storage,low,Synthetic classification.
938,repo_938,K,Financial and insurance activities,high,Synthetic classification.
939,repo_939,M,"Professional, scientific activities",low,Synthetic classification.
940,repo_940,C,Manufacturing,medium,Synthetic classification.
941,repo_941,S,Other service activities,low,Synthetic classification.
942,repo_942,L,Real estate activities,low,Synthetic classification.
943,repo_943,K,Financial and insurance activities,high,Synthetic classification.
944,repo_944,B,Mining and quarrying,low,Synthetic classification.
945,repo_945,P,Education,medium,Synthetic classification.
946,repo_946,H,Transportation and storage,low,Synthetic classification.
947,repo_947,F,Construction,high,Synthetic classification.
948,repo_948,J,Information and communication,medium,Synthetic classification.
949,repo_949,B,Mining and quarrying,low,Synthetic classification.
950,repo_950,G,Wholesale and retail trade,high,Synthetic classification.
951,repo_951,M,"Professional, scientific activities",medium,Synthetic classification.
952,repo_952,D,"Electricity, gas, steam supply",low,Synthetic classification.
953,repo_953,H,Transportation and storage,medium,Synthetic classification.
954,repo_954,C,Manufacturing,medium,Synthetic classification.
955,repo_955,D,"Electricity, gas, steam supply",high,Synthetic classification.
956,repo_956,I,Accommodation and food services,low,Synthetic classification.
957,repo_957,S,Other service activities,high,Synthetic classification.
958,repo_958,R,"Arts, entertainment and recreation",low,Synthetic classification.
959,repo_959,D,"Electricity, gas, steam supply",high,Synthetic classification.
